TimeStamp,Value
20220927134713,8.721578121185303
20220927134714,8.742022514343262
20220927134715,8.688867092132568
20220927134716,8.684778213500977
20220927134717,8.69295597076416
20220927134718,8.733844757080078
20220927134719,9.208154678344727
20220927134721,8.680689334869385
20220927134722,8.672511577606201
20220927134723,8.709311485290527
20220927134724,8.701133728027344
20220927134725,8.717489242553711
20220927134726,8.660244941711426
20220927134727,8.701133728027344
20220927134728,8.701133728027344
20220927134729,8.69295597076416
20220927134730,8.688867092132568
20220927134731,8.729755878448486
20220927134732,8.742022514343262
20220927134733,8.733844757080078
20220927134734,8.688867092132568
20220927134735,8.701133728027344
20220927134736,8.717489242553711
20220927134737,8.721578121185303
20220927134738,8.733844757080078
20220927134739,8.69295597076416
20220927134740,9.150910377502441
20220927134741,8.680689334869385
20220927134742,9.134554862976074
20220927134743,9.314465522766113
20220927134744,8.701133728027344
20220927134745,8.64797830581665
20220927134746,8.676600456237793
20220927134747,8.656156063079834
20220927134748,8.64797830581665
20220927134749,8.725666999816895
20220927134750,8.71340036392212
20220927134751,8.684778213500977
20220927134752,8.701133728027344
20220927134753,8.709311485290527
20220927134754,8.729755878448486
20220927134755,8.643889427185059
20220927134756,8.680689334869385
20220927134757,8.684778213500977
20220927134758,8.676600456237793
20220927134759,8.697044849395752
20220927134800,8.672511577606201
20220927134801,8.721578121185303
20220927134802,8.688867092132568
20220927134803,8.676600456237793
20220927134804,8.697044849395752
20220927134805,8.697044849395752
20220927134806,8.66842269897461
20220927134807,8.701133728027344
20220927134808,8.697044849395752
20220927134809,8.733844757080078
20220927134810,8.64797830581665
20220927134811,8.69295597076416
20220927134812,8.71340036392212
20220927134813,8.680689334869385
20220927134814,8.656156063079834
20220927134815,9.572064876556396
20220927134816,8.709311485290527
20220927134817,8.386290073394775
20220927134818,8.733844757080078
20220927134819,8.742022514343262
20220927134820,8.733844757080078
20220927134821,8.69295597076416
20220927134822,8.69295597076416
20220927134823,8.717489242553711
20220927134824,8.688867092132568
20220927134825,8.717489242553711
20220927134826,8.680689334869385
20220927134827,8.697044849395752
20220927134828,8.660244941711426
20220927134829,8.672511577606201
20220927134830,8.697044849395752
TimeStamp,Value
20220927134955,8.71340036392212
20220927134956,8.701133728027344
20220927134957,8.705222606658936
20220927134958,8.69295597076416
20220927134959,9.167265892028809
20220927135000,9.044599533081055
20220927135001,8.664333820343018
20220927135002,8.701133728027344
20220927135003,8.660244941711426
20220927135004,8.656156063079834
20220927135005,9.097754955291748
20220927135006,8.975088596343994
20220927135007,8.676600456237793
